øMNþ 19.48   6.84  .1981    257     6.6    93.8    7.11     3.6 
165018  18.42   7.50  0.306    237     4.3    77.7    6.02    -0.2 
165019  18.42   7.50  0.306    237     4.3    77.7    6.03    -0.3 
165020  18.43   7.50  0.305    237     3.9    77.9    6.03    -0.3 
165021  18.44   7.49  0.305    237     3.8    78.0    6.03    -0.3 
165022  18.44   7.49  0.305    237     3.8    78.0    6.03    -0.3 
165023  18.45   7.49  0.306    237     3.6    78.1    6.04    -0.3 
165024  18.46   7.48  0.305    236     3.6    78.3    6.06    -0.2 
165025  18.46   7.48  0.305    236     3.6    78.3    6.06    -0.2 
165026  18.47   7.48  0.305    236     3.5    78.4    6.06    -0.2 
165027  18.47   7.47  0.305    236     3.6    78.5    6.07    -0.3 
165028  18.48   7.47  0.305    236     3.6    78.5    6.07    -0.3 
165029  18.48   7.47  0.305    236     3.6    78.6    6.08    -0.3 
165030  18.48   7.47  0.305    236     3.7    78.8    6.09    -0.3 
165031  18.49   7.47  0.305    236     3.7    78.8    6.09    -0.3 
165032  18.50   7.47  0.305    236     3.8    78.9    6.10    -0.3 
165033  18.50   7.47  0.305    236   
